GENERALIZED BORN:,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,
6141,2531.54,5685.05,7634.97,701.24,378.77,-408.87,-5359.1,-44998.16,2487.48,32035.52,-9936.2,262.93,688.45,-9673.28,-8984.83,,,
6151,2493.72,5733.96,7589.34,676.12,412.28,-405.33,-5330.5,-45146.74,2488.88,32072.4,-9898.76,263.26,584.13,-9635.49,-9051.36,,,
6161,2499.27,5757.72,7593.59,696.19,373.62,-376.06,-5350.43,-45228.15,2445,31960.4,-9744.68,264.83,371.16,-9479.85,-9108.69,,,
6171,2527.84,5653.8,7623.66,709.62,363.31,-406.5,-5391.44,-45123.85,2490.53,32103.7,-9847.48,263.92,550.66,-9583.55,-9032.89,,,
6181,2577.78,5667.01,7653.13,684.73,391.25,-388.49,-5366.14,-45194.75,2496.05,32095.52,-9884.48,261.46,616.11,-9623.02,-9006.91,,,
6191,2543.89,5642.07,7720.89,719.04,383.11,-398.74,-5351.32,-45283.76,2454.23,32129.57,-9836.59,266.15,558.98,-9570.45,-9011.47,,,
6201,2561.46,5718.02,7630.77,692.52,382.13,-367.39,-5441.19,-44979.29,2449.77,32041.08,-10007.93,265.35,687.87,-9742.58,-9054.71,,,
6211,2551.93,5696.49,7597.23,703.06,379.42,-347.5,-5403.29,-45168.34,2471.33,32198.61,-9895.07,259.4,678.96,-9635.67,-8956.71,,,
6221,2604.55,5729.93,7614.64,699.66,380.07,-396.68,-5325.66,-44890.66,2503.6,31849.58,-9947.05,266.76,769.03,-9680.3,-8911.27,,,
6231,2523.72,5646.95,7585.91,672.39,359.81,-375.32,-5430.11,-44788.93,2497.97,32027.19,-10071.32,263.32,719.59,-9808,-9088.41,,,
6241,2504.93,5759.7,7675.4,678.93,365.88,-380.28,-5438.09,-45242.08,2463.73,32254.47,-9822.23,259.12,642.59,-9563.11,-8920.52,,,
6251,2578.76,5733.48,7640.03,734.47,389.54,-410.42,-5356.97,-45290.01,2519.99,32068.51,-9823.1,262.96,607.39,-9560.14,-8952.75,,,
6261,2521.35,5727.05,7660.76,695.01,416.91,-393.16,-5418.71,-45193.53,2480.09,32072.14,-9871.79,263.71,567.92,-9608.08,-9040.16,,,
6271,2544.68,5718.03,7645.61,682.92,377.48,-393.51,-5388.38,-45218.06,2503.35,32050.2,-9802.01,265.84,522.32,-9536.17,-9013.86,,,
6281,2530.31,5595.45,7604.29,694.74,384.65,-391.08,-5406.78,-45277.07,2498.16,32132.99,-9747.39,264.01,365.65,-9483.38,-9117.73,,,
6291,2514.8,5601.96,7667.82,698.24,382.61,-388.95,-5424.06,-45394.92,2473.33,32161.62,-9671.16,262.01,292.44,-9409.15,-9116.71,,,
6301,2529.19,5798.92,7641.88,710.79,387.99,-400.09,-5385.47,-45346.78,2436.27,32023.55,-9661.56,261.62,396.27,-9399.94,-9003.68,,,
6311,2524.45,5800.16,7727.67,681.93,385.39,-415.63,-5397.69,-45263.58,2463.53,31981.93,-9677.93,258.8,488.16,-9419.13,-8930.97,,,
6321,2464.24,5721.3,7653.88,699.75,386.51,-394.23,-5405.73,-45302.44,2524.62,32052.89,-9703.38,263.16,400.79,-9440.22,-9039.43,,,
6331,2577.5,5570.79,7626.85,689.29,372.72,-424.47,-5434.25,-45349.45,2465.71,32237.36,-9790.24,262.39,332.05,-9527.85,-9195.8,,,
6341,2553.61,5618.56,7655.29,680.58,376.61,-365.97,-5341.75,-45286.09,2521.78,32186.64,-9807.42,263.6,599.26,-9543.82,-8944.56,,,
6351,2506.21,5719.15,7665.71,706,403.12,-407.76,-5415.08,-45402.6,2496.51,32146.03,-9720.33,258.04,417.29,-9462.29,-9045,,,
6361,2559.18,5637.57,7624.92,707.55,394.89,-356.31,-5409.95,-45324.51,2426.12,32139.44,-9735.07,265.11,398.89,-9469.96,-9071.07,,,
6371,2537.28,5685.93,7618.92,689.13,384.74,-372.53,-5363.67,-45544.82,2506.55,32223.16,-9621.9,259.25,364.67,-9362.65,-8997.98,,,
6381,2544.78,5641.43,7633.39,684.98,383.3,-388.09,-5456.4,-45377.63,2445.7,32145.1,-9652.64,258.38,256.56,-9394.26,-9137.7,,,
6391,2490.67,5760.12,7695.24,677.49,389.07,-395.71,-5402.86,-45280.46,2517.48,32066.51,-9698.12,258.67,517.55,-9439.45,-8921.9,,,
6401,2498.37,5688.47,7644.03,688.2,348.86,-383.18,-5413.06,-45161.05,2455.26,32125.22,-9883.98,261.96,491.13,-9622.02,-9130.88,,,
6411,2544.71,5667.76,7608.58,701.95,377.43,-384.48,-5428.21,-45265.7,2454.44,32201.95,-9831.5,257.95,478.44,-9573.55,-9095.11,,,
6421,2641.43,5669.58,7629.2,698.78,393.6,-400.21,-5363.03,-45177.84,2424.39,32004.34,-9805.27,263.61,520.23,-9541.66,-9021.42,,,
6431,2629.34,5722.58,7613.75,693.27,379.08,-390.11,-5414.26,-45121.33,2449.32,32132.9,-9939.66,261.27,694.53,-9678.39,-8983.86,,,
6441,2542.85,5750.48,7592.85,694.95,380.58,-393.28,-5421.85,-45170.24,2509.84,32086.88,-9770.16,260.47,573.06,-9509.69,-8936.63,,,
6451,2592.63,5742.14,7678.92,686.45,407.85,-406.64,-5430.09,-45064.47,2430.5,32142.44,-9970.88,261.84,779.74,-9709.04,-8929.3,,,
6461,2501.55,5649.13,7603.42,672.26,374.42,-405.26,-5385.74,-44897.24,2483.63,32093.52,-10028.04,267.27,689.69,-9760.77,-9071.08,,,
6471,2526.1,5781.11,7608.71,697.84,408.71,-387.1,-5405.75,-45219.42,2476.48,32184.84,-9839.8,258.87,671.52,-9580.93,-8909.41,,,
6481,2548.7,5682.33,7633.23,695.06,404.72,-418.99,-5371.5,-45147.34,2465.53,32107.88,-9845.21,263.89,599.63,-9581.32,-8981.69,,,
6491,2490.7,5826.35,7625.52,707.4,379.57,-406.15,-5372.07,-45020.16,2471.41,32091.66,-9963.98,260.71,794.22,-9703.27,-8909.06,,,
6501,2559.68,5629.66,7603.81,702.13,376.87,-378.02,-5432.05,-44934.66,2450.05,32035.29,-9997.16,261.3,612.76,-9735.86,-9123.11,,,
6511,2555.08,5737.77,7600.04,690.1,402.97,-366.23,-5422.74,-44870.66,2441.68,32105.04,-10061.33,260.57,873.04,-9800.76,-8927.72,,,
6521,2522.86,5751.69,7591.06,701.62,377.17,-362.62,-5403.05,-45163.57,2464.04,32175.66,-9906.71,259.9,654.86,-9646.81,-8991.95,,,
6531,2530.52,5674.87,7687.09,698.13,397.21,-396.55,-5447.32,-44796.93,2488.24,32031.98,-10109.52,261.62,867.23,-9847.9,-8980.67,,,
6541,2537.65,5741.82,7644.06,707.31,397.41,-371.25,-5298.78,-45077.04,2494.01,32058.3,-9941.74,264.26,833.47,-9677.47,-8844,,,
6551,2608.03,5733.89,7721.08,696.74,387.88,-400.94,-5407.94,-44957.02,2435.22,32067.73,-9971.59,263.28,884.68,-9708.31,-8823.63,,,
6561,2466.61,5716.99,7690.14,701.7,359.08,-393.72,-5378.48,-45091.7,2509.23,31923,-9821.91,260.69,502.84,-9561.22,-9058.38,,,
6571,2563.75,5763.28,7649.32,696.73,403.08,-380.88,-5362.64,-45071.25,2498.54,31928.1,-9786.84,262.56,688.03,-9524.28,-8836.26,,,
6581,2560.15,5683.77,7640.06,674.21,408.91,-383.79,-5366.22,-45189.63,2477.97,32050.11,-9784.41,258.27,555.55,-9526.14,-8970.59,,,
6591,2512.98,5654.13,7656.73,690.24,358.66,-393.92,-5340.23,-45130.35,2478.64,32077.43,-9893.89,263,564.32,-9630.89,-9066.57,,,
6601,2573.24,5748.82,7638.53,690.77,381.13,-424.28,-5418.8,-45271.88,2476.72,32082.82,-9661.5,261.71,477.07,-9399.79,-8922.72,,,
6611,2481.96,5820.51,7575.43,682.43,382.73,-389.58,-5459.89,-44929.83,2458.87,31918.68,-9914.83,261.94,541.31,-9652.89,-9111.59,,,
6621,2526.4,5692.76,7629.41,695.14,401.52,-384.6,-5387.9,-45046.28,2450.08,32056.37,-9905.41,259.22,632.89,-9646.19,-9013.29,,,
6631,2552.94,5749.22,7609.38,686.32,382.8,-401.61,-5391.98,-45209.97,2501.28,32066.31,-9782.26,264.47,544.7,-9517.79,-8973.09,,,
6641,2535.61,5608.27,7602.45,687.01,379.31,-410.11,-5349.56,-45255.7,2481.9,32080.75,-9823.88,264.67,359.93,-9559.22,-9199.29,,,
6651,2530.51,5654.51,7693.79,703.95,390.79,-403.59,-5431.74,-44928.34,2465.22,32003.85,-9965.9,264.77,678.93,-9701.13,-9022.2,,,
6661,2553,5720.03,7628.92,696.84,377.44,-405.64,-5369.35,-45278.15,2458.52,31999.18,-9645.74,262.53,380.81,-9383.21,-9002.4,,,
6671,2614.28,5731.03,7627.27,706.17,402.96,-364.67,-5356.63,-45222.13,2477,32022.39,-9762.21,261.72,637.69,-9500.49,-8862.8,,,
6681,2548.89,5727.45,7624.78,685.65,392.79,-406.63,-5413.36,-44699.8,2461.76,31870.11,-10103.24,264.94,791.66,-9838.3,-9046.64,,,
6691,2475.82,5693.87,7630.89,698.99,384.29,-389.75,-5411.45,-45197.69,2482.8,32010.42,-9754.13,263.4,378.19,-9490.74,-9112.55,,,
6701,2505.06,5656.55,7645.04,686.12,391.32,-414.29,-5371.6,-45119.06,2476.55,32019.95,-9781.75,259.1,475.65,-9522.65,-9047,,,
6711,2520.17,5671.47,7616.04,698.37,383.63,-394.8,-5404.1,-45432.16,2528.42,32040.38,-9552.97,261.69,227.42,-9291.28,-9063.86,,,
6721,2455.63,5767.37,7673.62,718.19,396.86,-385,-5375.69,-45214.93,2463.38,32016.71,-9727.18,262.69,516.15,-9464.49,-8948.34,,,
6731,2555.07,5688.3,7631.52,684.08,385.2,-411.3,-5425.55,-45140.09,2475.06,31930.49,-9731.05,258.13,372.78,-9472.92,-9100.14,,,
6741,2553.11,5670.6,7662.96,682.06,369.8,-417.22,-5416.36,-45283.27,2472.95,32074.02,-9706.36,262.77,368.65,-9443.59,-9074.94,,,
6751,2578.31,5652.23,7701.28,679.49,393.21,-401.45,-5370.3,-45111.27,2429.9,32000.82,-9777.13,263.26,552.2,-9513.87,-8961.67,,,
6761,2474.82,5801.63,7593.64,674.02,349.78,-386.6,-5335,-45172.84,2489.49,32021.35,-9797.41,263.4,510.29,-9534.01,-9023.71,,,
6771,2472.5,5629.91,7630.55,694.46,395.26,-430.65,-5375.9,-44757.9,2464.33,31989.39,-10065.08,265.75,711.96,-9799.33,-9087.37,,,
6781,2504.34,5780.98,7616.22,686.38,375.14,-409.06,-5384.95,-45041.44,2438.04,32044.7,-9875.43,263.8,610.35,-9611.63,-9001.28,,,
6791,2499.38,5860.19,7685.09,705.82,398.92,-426.61,-5365.18,-44897.33,2471.15,31853.19,-9888.7,266.01,784.63,-9622.68,-8838.05,,,
6801,2500.19,5727.24,7641.7,705.44,383.36,-380.41,-5390.03,-44793.85,2480.5,31899.23,-10008.38,265.99,773.36,-9742.39,-8969.03,,,
6811,2529.87,5715.95,7614.5,680.55,374.29,-406.35,-5399.15,-45121.82,2472.54,31977.73,-9758.97,258.73,438.12,-9500.24,-9062.12,,,
6821,2450.1,5719.64,7692.28,695.26,408.34,-416.57,-5410.88,-44852.89,2474.54,32003.12,-10033.33,264.18,762.94,-9769.15,-9006.22,,,
6831,2572.42,5668.44,7655.51,704.32,370.05,-415.73,-5439.44,-45009.38,2499.2,31953.7,-9825.77,264.38,559.09,-9561.39,-9002.3,,,
6841,2525.04,5697.92,7629.09,697.62,415.95,-403.36,-5430.09,-44940.96,2480.15,31903.7,-9849.43,259.17,575.08,-9590.27,-9015.19,,,
6851,2482.08,5661.69,7654.77,690.91,415.16,-416.25,-5414.2,-45126.95,2492.14,32058.55,-9764.31,255.32,497.9,-9509,-9011.09,,,
6861,2497.6,5646.64,7681.93,674.61,367.07,-425.07,-5432.35,-45161.74,2503.76,31921.89,-9683.27,257.58,274.32,-9425.69,-9151.37,,,
6871,2543.65,5676.62,7703.56,687.01,386.94,-398.44,-5402.54,-45270.51,2489.71,32043.83,-9730.47,257.34,459.84,-9473.12,-9013.28,,,
6881,2557.06,5679.96,7649.51,680.4,376.46,-394.98,-5390.23,-45305.32,2446.88,31963.74,-9605.08,266.5,263.48,-9338.58,-9075.1,,,
6891,2503.19,5717.43,7620.78,684.1,395.03,-400.96,-5397.79,-45235.4,2473.27,31936.35,-9658.92,257.34,296,-9401.59,-9105.59,,,
6901,2472.95,5825.26,7656.88,685.8,399.06,-378.44,-5420.33,-45166.43,2484.09,32046.14,-9797.47,257.87,604.99,-9539.6,-8934.61,,,
6911,2477.7,5789.97,7670.09,713.6,388.54,-398.75,-5490.33,-45204.01,2466.86,32098.12,-9722.17,257.52,511.8,-9464.66,-8952.86,,,
6921,2529.96,5682.78,7630.78,678.03,391.18,-435.74,-5346.27,-45104.29,2485.72,32093.39,-9879.17,261.46,605.54,-9617.71,-9012.18,,,
6931,2590.68,5669.99,7682.82,685.04,400.87,-403.16,-5432.47,-45208.24,2490.25,32081.59,-9748.81,255.55,557.35,-9493.26,-8935.91,,,
6941,2521.68,5675.35,7641.99,707.81,389.63,-402.54,-5372.44,-45338.32,2490.43,32137.28,-9685.15,259.68,450.88,-9425.47,-8974.59,,,
6951,2527.35,5743.71,7646.58,706.53,366.81,-389.18,-5415.94,-45144.75,2450.01,32032.13,-9768.16,262.61,523.24,-9505.55,-8982.31,,,
6961,2543.36,5613.95,7705.97,708.09,403.27,-373.28,-5373.33,-45029.78,2517.79,32066.25,-9938.05,256.87,782.29,-9681.18,-8898.9,,,
6971,2514.63,5721.53,7682.13,669.72,413.44,-403.45,-5387.66,-45121.61,2481.95,32031.38,-9844.32,258.07,602.04,-9586.25,-8984.21,,,
6981,2474.27,5613.69,7632.79,683.02,373.73,-368.13,-5406.57,-45482.56,2536.61,32171.59,-9616.62,253.79,228.44,-9362.84,-9134.39,,,
6991,2556.25,5662.08,7610.9,692.33,386.34,-416.65,-5383.67,-45403.77,2493.06,32016.79,-9613.74,259.18,213.66,-9354.56,-9140.89,,,
7001,2527.63,5720.7,7635.25,682.96,382.39,-392.3,-5397.02,-45427.36,2488.64,32069.14,-9591.34,257.96,290.04,-9333.38,-9043.34,,,
7011,2584.68,5705.25,7663.12,691.86,380.55,-413.67,-5413.74,-45195.55,2496.67,32022.6,-9688.92,255.24,521.77,-9433.68,-8911.91,,,
7021,2555.08,5716.3,7633.3,722,394.83,-358.43,-5372.27,-45349.4,2484.07,32046.5,-9623.35,257.38,471.98,-9365.97,-8893.99,,,
7031,2544.4,5722.69,7672.69,707.82,381.61,-438.28,-5428.76,-44882.26,2467.9,31920.1,-9954.81,262.01,667.9,-9692.8,-9024.9,,,
7041,2632.62,5702.72,7666.6,713.08,387.58,-424.9,-5394.98,-45120.64,2460.99,31970.95,-9723.32,260.89,594.02,-9462.43,-8868.41,,,
7051,2535.83,5757.78,7642.76,685.85,377.67,-426.31,-5365.84,-45194.19,2477.81,31889.96,-9673.44,261.03,381.34,-9412.42,-9031.08,,,
7061,2507.75,5773.43,7619.42,700.6,367.54,-402.75,-5381.58,-45061.26,2449.68,31935.64,-9817.71,260.5,508.47,-9557.21,-9048.74,,,
7071,2550.98,5691.76,7616.49,691.43,387.75,-391.44,-5365.93,-45116.9,2514.72,31996.22,-9779.72,261.43,575.08,-9518.3,-8943.22,,,
7081,2526.27,5586.07,7642.89,680.35,381.32,-413.65,-5389.37,-44904.32,2483.45,31968.18,-9911.27,260.61,561.19,-9650.66,-9089.47,,,
7091,2609.19,5660.5,7586.15,686.28,380.04,-375.52,-5390.9,-44947.32,2466.31,31949.94,-9931.54,260.27,624.67,-9671.27,-9046.6,,,
7101,2533.36,5776.56,7656.99,704.49,376.13,-382.46,-5437.88,-44905.93,2454.85,31972.37,-9905.73,259.49,748.47,-9646.24,-8897.77,,,
7111,2586.98,5674.76,7688.27,707.79,382.93,-394.38,-5397.41,-44941.98,2473.17,32015.15,-9939.7,260.2,795.29,-9679.5,-8884.21,,,
7121,2517.6,5713.35,7652.11,699.53,404.22,-400.62,-5435.21,-45005.08,2470.04,31998.68,-9882.78,259.55,614.61,-9623.24,-9008.63,,,
7131,2547.6,5745.2,7573.59,672.36,372.48,-409.86,-5468.68,-44991.52,2463.16,32048.44,-9860.18,258.35,552.78,-9601.84,-9049.06,,,
7141,2576.46,5736.48,7693.29,699.44,392.04,-364.92,-5422,-45140.02,2465.97,31943.92,-9721.32,258.97,580.63,-9462.35,-8881.72,,,
7151,2540.02,5669.61,7638.84,682.68,395,-388.2,-5361.04,-45252.77,2455.71,31859.65,-9585.23,258.12,239.5,-9327.11,-9087.61,,,
7161,2572.93,5687.37,7635.63,697.96,368.79,-396.95,-5454.4,-45041.32,2459.39,32038.45,-9802.95,258.54,567.85,-9544.4,-8976.56,,,
7171,2504.73,5634.87,7609.06,679.52,391.4,-390.66,-5402.06,-45215.44,2490,31978.19,-9685.76,260.35,279.62,-9425.41,-9145.79,,,
7181,2576.24,5765.32,7612.7,692.47,391.97,-381.1,-5366.55,-45295.55,2511.79,31955.57,-9579.47,257.67,462.87,-9321.79,-8858.92,,,
7191,2596.08,5746.97,7645.71,697.45,384.69,-429.4,-5420.03,-45043.79,2474.66,31941.29,-9793.77,260.33,593.64,-9533.44,-8939.79,,,
7201,2554.67,5679.41,7666.41,685.39,374.35,-400.88,-5396.37,-45143.87,2482.59,32041.69,-9794.54,259.89,543.39,-9534.64,-8991.26,,,
7211,2585.84,5675.65,7680.85,694.41,363.34,-414.16,-5425.38,-44997.02,2452.54,31942.22,-9843.06,261.28,558.28,-9581.78,-9023.49,,,
7221,2566.33,5835.92,7646.9,698.35,429.71,-415.3,-5398.13,-45343.03,2491.75,31991.15,-9521.65,254.91,503.67,-9266.74,-8763.07,,,
7231,2566.61,5704.19,7701.13,692.01,407.79,-369.68,-5426.96,-45013.44,2471.82,31997.14,-9864.02,258.41,730.61,-9605.62,-8875.01,,,
7241,2547.3,5736.2,7614.79,688.51,381.62,-394.93,-5466.48,-45245.62,2482.36,32092.78,-9752.29,258.65,436.54,-9493.64,-9057.11,,,
7251,2474.78,5622.37,7661.23,679,401.81,-381.41,-5390.68,-45401.46,2493.37,32087.31,-9602.11,255.95,246.31,-9346.16,-9099.85,,,
7261,2526.22,5614.78,7678.7,694.63,388.59,-399.94,-5391.04,-44924.27,2510.77,32078.01,-9985.54,257.5,776.43,-9728.04,-8951.6,,,
7271,2621.12,5617.66,7688.15,688.94,386.86,-390.98,-5350.74,-44956.41,2469.24,32047.3,-9988.22,259.45,821.15,-9728.78,-8907.63,,,
7281,2525.92,5764.48,7639.51,709.06,387.14,-403.11,-5389.68,-45100.94,2460.21,32021.9,-9830.12,254.7,614.48,-9575.42,-8960.94,,,
7291,2531.89,5730.91,7639.7,696.16,383.78,-408.77,-5439.07,-45132.18,2488.04,31996.55,-9786.48,257.57,487.02,-9528.91,-9041.9,,,
7301,2487.09,5667.9,7623.85,677.85,376.37,-372.09,-5445.22,-45165.48,2472.32,32211.68,-9830.44,260.66,534.26,-9569.78,-9035.52,,,
7311,2502.71,5776.92,7594.66,685.08,381.61,-403.57,-5440.13,-45029.33,2478.8,32057.11,-9867.7,261.43,603.86,-9606.27,-9002.41,,,
7321,2581.09,5797.89,7572.76,706.47,385.46,-405.66,-5494.02,-45156.46,2462.04,31955.48,-9670.92,259.26,405.05,-9411.66,-9006.6,,,
7331,2606.85,5712.28,7614.88,703.43,387.49,-398.46,-5455.34,-44958.05,2431.94,31989.74,-9874.47,255.46,634.75,-9619.01,-8984.26,,,
7341,2522.1,5785.77,7707.12,681.4,412.1,-418.44,-5450.51,-44963.85,2435.53,32018.72,-9914.91,263.74,729.94,-9651.17,-8921.24,,,
7351,2506.02,5678.35,7622.58,692.6,399.08,-400.97,-5416.8,-44972.88,2476.54,32158.52,-9961.8,260.91,743.05,-9700.89,-8957.85,,,
7361,2549.19,5761.81,7604.67,682.73,384.85,-375.61,-5389.42,-44985.54,2397.93,31924.75,-9903.83,260.83,555.36,-9643,-9087.65,,,
7371,2522.6,5797.61,7621.03,689.86,381.74,-387.15,-5439.36,-45107.07,2435.33,32047.63,-9788.32,258.26,562.23,-9530.06,-8967.84,,,
7381,2521.05,5801.45,7668.73,697.22,386.05,-389.1,-5371.72,-45289.89,2468.56,32042.98,-9714.09,257.67,535.33,-9456.41,-8921.09,,,
7391,2556.26,5646.24,7642.71,692.05,382.12,-377.51,-5375.6,-45081.02,2457.46,32006.46,-9839.08,257.79,549.17,-9581.29,-9032.13,,,
7401,2575.71,5708.13,7706.82,698.23,382.59,-415.11,-5416.35,-45092.13,2455.96,32016.55,-9801.84,257.42,620.41,-9544.42,-8924.02,,,
7411,2570.13,5673.91,7556.8,691.2,387.84,-400.63,-5394.71,-45022.92,2450.72,32032.59,-9908.02,263.09,544.93,-9644.93,-9100,,,
7421,2539.54,5771.37,7624.45,710.85,383.54,-391.62,-5452.91,-45038.85,2420.37,32117.43,-9949.64,262.41,684.18,-9687.23,-9003.05,,,
7431,2460.01,5784.55,7603.36,707.26,378.74,-414.21,-5455.99,-45051.93,2499.52,32108,-9914.77,255.82,619.29,-9658.95,-9039.66,,,
7441,2483.34,5659.65,7644.44,691.83,394.97,-416.5,-5412.91,-45055.39,2531.76,32062.51,-9813.86,257.7,583.72,-9556.16,-8972.45,,,
7451,2546.32,5667.7,7684.95,707.43,374.96,-425.51,-5423.31,-45127.65,2523.46,32150.15,-9852.74,262.36,678.5,-9590.37,-8911.87,,,
7461,2491.65,5577.78,7681.4,687.47,403.23,-389.44,-5491.12,-45112.97,2486.46,32051.94,-9739.46,256.82,386.4,-9482.64,-9096.24,,,
7471,2526.87,5704.21,7658.43,711.12,372.81,-397.39,-5467.74,-44949.75,2486.63,31960.27,-9905.54,259.37,605.46,-9646.17,-9040.7,,,
7481,2565.2,5736.29,7682.88,705.02,402.92,-398.22,-5418.66,-44995.45,2465.16,31983.13,-9895.51,256.28,728.26,-9639.23,-8910.97,,,
7491,2514.61,5707.76,7642.33,677.85,370.57,-381.97,-5454.47,-45160.48,2474.86,32115.95,-9834.44,257.44,507.02,-9577,-9069.98,,,
7501,2592.69,5650.79,7616.91,699.48,380.71,-394.89,-5467.6,-45101.47,2434.05,32139.94,-9890.09,258.45,550.63,-9631.63,-9081.01,,,
7511,2574.52,5731.06,7680.4,689.33,382.65,-377.95,-5398.25,-45140.71,2448.91,32053.58,-9844.96,260.94,643.53,-9584.02,-8940.49,,,
7521,2523.04,5652.62,7694.4,683.29,393.59,-394.6,-5437.61,-45219.21,2456.82,32104.46,-9715.89,254.17,456.8,-9461.72,-9004.92,,,
7531,2563.81,5615.47,7664.12,716.39,404.7,-399.84,-5455.62,-45264.11,2450.69,32106.27,-9695.33,255.57,401.86,-9439.76,-9037.9,,,
7541,2546.81,5678.81,7673.16,714.4,357.72,-381.3,-5414.33,-45110.44,2441.79,32033.2,-9824.16,257.31,539.82,-9566.85,-9027.03,,,
7551,2507.94,5667.81,7630.77,694.9,393.77,-358.29,-5435.38,-44912.29,2443.68,31950.02,-9930.99,258.41,582.93,-9672.58,-9089.65,,,
7561,2444.89,5745.5,7659.13,717.85,386.74,-391.72,-5401.68,-45345.25,2495.97,32208.66,-9738.92,259.11,520.07,-9479.81,-8959.74,,,
7571,2550.06,5752.89,7661.67,686.48,389.33,-396.97,-5359.81,-45266.48,2458.58,32118.18,-9777.45,257.61,593.93,-9519.84,-8925.91,,,
7581,2499.94,5819.52,7700.77,699.63,387.9,-437.59,-5390.86,-45052.61,2456.38,32028.43,-9876.96,258.46,711.5,-9618.5,-8907,,,
7591,2505.13,5637.27,7648.25,702.76,405.43,-401.09,-5389.34,-45101.56,2517.07,32208.79,-9960.83,259.55,732.71,-9701.29,-8968.57,,,
7601,2452.63,5759.91,7685.01,694.89,405.71,-385.69,-5412.89,-45292.86,2462.48,32194.64,-9753.63,258.82,563.83,-9494.81,-8930.98,,,
7611,2475.22,5722.67,7624.24,687.85,387,-408.85,-5369.8,-45344.06,2482.76,32184.38,-9767.71,258.17,441.4,-9509.54,-9068.14,,,
7621,2598.96,5780.05,7669.69,709.89,389.81,-376.29,-5403.04,-45262,2488.44,31988.59,-9688.89,254.35,584.1,-9434.54,-8850.45,,,
7631,2484.4,5646.9,7646.4,679.34,386.48,-377.62,-5448.45,-45390.66,2447.62,32150.94,-9655.51,254.18,225.36,-9401.32,-9175.97,,,
7641,2527.35,5679.78,7671.62,688.3,390.78,-387.61,-5439.9,-45381.35,2471.6,32198.69,-9713.17,256.3,419.26,-9456.86,-9037.6,,,
7651,2507.31,5726.19,7656.33,681.64,409.07,-395.24,-5405.84,-45301.11,2441.26,32078.04,-9711.95,257.13,397.64,-9454.83,-9057.18,,,
7661,2492.41,5771.64,7622.55,669.61,384.38,-431.67,-5419.9,-45360.14,2475.69,32185.32,-9656.26,253.2,389.89,-9403.06,-9013.17,,,
7671,2543.25,5696.02,7677.52,688.74,404.46,-438.81,-5412.95,-45171.7,2476.08,32056.66,-9781.24,256.52,519.26,-9524.72,-9005.46,,,
7681,2525.19,5777.62,7653.31,699.27,377.98,-388.19,-5418.16,-45352.82,2455.16,32075.31,-9640.54,256.02,404.66,-9384.52,-8979.85,,,
7691,2500.24,5783.7,7653.54,720.22,378.12,-425.48,-5424,-45307.08,2484.57,32182.07,-9719.87,256.57,545.91,-9463.31,-8917.4,,,
7701,2442.43,5718.08,7655.42,711.81,398.11,-401.35,-5414.01,-45340.06,2484.64,32250.87,-9750.95,254.76,505.95,-9496.19,-8990.24,,,
7711,2470.61,5745.91,7633.44,676.36,368.17,-411.43,-5440.44,-45148.69,2461.89,32200.96,-9877.79,256.61,556.79,-9621.18,-9064.38,,,
7721,2534.9,5796.13,7664.87,706.72,392.57,-416.84,-5419.95,-45105,2427.6,32064.69,-9849.45,254.12,645.68,-9595.34,-8949.65,,,
7731,2505.21,5662.31,7663.25,686.77,376.49,-407.14,-5436.58,-45290.8,2500.6,32230.94,-9806.91,259.45,491.05,-9547.46,-9056.42,,,
7741,2556.93,5743.49,7691.16,692.74,411.65,-400.73,-5431,-45228.78,2484.96,32136.6,-9786.49,257.85,657.02,-9528.64,-8871.62,,,
7751,2487.12,5659.75,7721.18,686.37,377.12,-429.02,-5351.68,-45261.47,2525.02,32150.38,-9843.6,257.36,564.75,-9586.24,-9021.49,,,
7761,2613.22,5791.4,7633.4,717.55,371.14,-442.32,-5439.8,-45176.75,2459.32,32085.88,-9812.35,254.33,613.04,-9558.01,-8944.97,,,
7771,2473.26,5756.95,7607.94,680.34,389.12,-410.1,-5399.47,-45383.77,2443.14,32208.5,-9746.67,259.38,365.91,-9487.29,-9121.38,,,
7781,2548.91,5644.81,7641.02,702.69,397.26,-394.23,-5420.92,-45374.4,2503.8,32197.53,-9695.86,257.41,446.47,-9438.44,-8991.98,,,
7791,2499.36,5673.4,7648.27,690.28,367.63,-378.87,-5403.77,-45200.64,2503.16,32157.71,-9798.78,254.29,556.52,-9544.49,-8987.97,,,
7801,2541.47,5677.03,7686.78,687.41,378.73,-407.14,-5411.12,-45481.99,2488.41,32221.41,-9586.96,252.74,381,-9334.22,-8953.22,,,
7811,2556.62,5727.85,7653.78,701.13,406.16,-414.69,-5463.26,-45231.27,2487.58,32103.66,-9755.83,254.8,527.55,-9501.03,-8973.47,,,
7821,2538.1,5621.49,7634.37,707.54,395.97,-383.98,-5367.39,-45171.99,2487.79,32156.14,-9878.87,256.78,618.05,-9622.09,-9004.04,,,
