GENERALIZED BORN:,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,
7661,975.57,2326.51,2925.54,282.46,144.01,-128.18,-2026.37,-17028.81,834.49,10727.96,-4778.52,117.97,-966.83,-4660.55,-5627.38,,,
7671,976.8,2331.74,2899.13,279.96,144.42,-128.73,-2030.25,-17091.73,839.32,10749.96,-4776.84,122.07,-1029.39,-4654.77,-5684.16,,,
7681,972.57,2292.14,2870.98,289.12,148.79,-142.77,-2046.94,-17041.39,865.73,10827.28,-4816.15,119.75,-964.49,-4696.41,-5660.89,,,
7691,1001.23,2357.6,2873.06,266.98,142.43,-128.84,-2049.88,-17143.92,852.85,10749.1,-4662.11,119.94,-1079.39,-4542.17,-5621.56,,,
7701,1010.44,2392.52,2885.6,297.36,148.1,-138.83,-2059.14,-16990.75,838.71,10728.35,-4838.8,119.71,-887.64,-4719.08,-5606.73,,,
7711,991.98,2256.41,2868.02,285.11,143.87,-126.91,-2059.61,-17128.8,847.39,10883.16,-4762.35,120.63,-1039.38,-4641.71,-5681.09,,,
7721,969.43,2272.71,2899.03,280.85,140.88,-136.13,-2069.59,-17116.34,875,10894.91,-4782.15,120.94,-989.25,-4661.21,-5650.47,,,
7731,996.96,2238.67,2879.37,279.36,144.01,-138.53,-2061.59,-17024.88,862,10818.79,-4852.17,119.78,-1005.85,-4732.39,-5738.24,,,
7741,930.82,2320.79,2848.76,287.32,137.05,-131.64,-2043.44,-16850.1,857.4,10798.28,-4982.69,119.08,-844.76,-4863.61,-5708.37,,,
7751,964.7,2340.91,2846.26,277.81,148.6,-127.08,-2040.09,-16895.95,840.46,10799.09,-4953.3,118.18,-845.29,-4835.12,-5680.41,,,
7761,1012.07,2323.41,2924.7,280.06,162.64,-149.02,-2054.43,-16935.88,832.85,10789,-4904.19,117.97,-814.6,-4786.23,-5600.83,,,
7771,977.22,2320.9,2877.68,297.68,154.58,-151.23,-2043.72,-16980.48,848.67,10797.41,-4912.67,118.72,-901.28,-4793.95,-5695.23,,,
7781,984.73,2268.77,2875.7,282.54,151.32,-130.78,-2045.03,-17157.03,847.94,10736.67,-4707.04,118.33,-1185.19,-4588.7,-5773.89,,,
7791,998.24,2269.86,2911.88,282.24,151.64,-125.83,-2012.02,-17122.8,867.93,10834.77,-4767.85,119.97,-944.09,-4647.87,-5591.96,,,
7801,970.02,2323.13,2898.79,277.99,149.14,-137.14,-2041.29,-16857.65,854.56,10710.45,-4924.31,119.33,-852.01,-4804.98,-5656.99,,,
7811,982.8,2315.19,2907.77,288.13,153.61,-136.38,-2070.39,-17075.23,839.41,10895.93,-4837.58,119.26,-899.15,-4718.31,-5617.46,,,
7821,984.33,2330,2889.92,283.24,154.17,-120.8,-2057.96,-16876.11,853.17,10730.79,-4938.62,118.62,-829.24,-4820.01,-5649.25,,,
7831,971.31,2288.82,2899.49,281.54,139.31,-118.68,-2073.1,-16914.7,860.76,10764.98,-4941.23,116.37,-900.27,-4824.85,-5725.12,,,
7841,1001.43,2286.11,2884.86,294.07,152.48,-132.04,-2086.77,-17038.1,843.42,10823.45,-4845.33,116.13,-971.1,-4729.21,-5700.3,,,
7851,1003.26,2341.64,2910.37,298.98,160.62,-142.45,-2059.64,-17052.86,853.46,10867.67,-4868.3,116.86,-818.97,-4751.44,-5570.41,,,
7861,992.88,2349.08,2868.17,283.62,144.65,-152.51,-2053.87,-17011.3,843.86,10817.06,-4899.54,119.7,-918.38,-4779.83,-5698.22,,,
7871,983.58,2316.73,2876.67,286.02,153.72,-126.81,-2070.19,-17202.03,831.99,10910.53,-4757.63,118.38,-1039.78,-4639.25,-5679.03,,,
7881,997.54,2340.38,2903.58,290.92,144.24,-129.42,-2032.55,-17084.13,847.91,10864.68,-4863.12,120.02,-856.83,-4743.1,-5599.93,,,
7891,969.79,2342.03,2880.2,295.7,158.22,-150.72,-2050.63,-17166.93,860.08,10898.97,-4779.88,123.49,-963.29,-4656.39,-5619.67,,,
7901,1017.11,2268.69,2919.07,286.57,148.98,-129.93,-2066.11,-17103.45,856.77,10936.58,-4859.23,118.36,-865.71,-4740.88,-5606.59,,,
7911,955.66,2320.91,2902.58,288.87,160.43,-145.44,-2091.67,-17068.26,868.17,10990.2,-4912.13,119.62,-818.55,-4792.51,-5611.06,,,
7921,1004.32,2317.61,2882.92,283.46,160.9,-131.6,-2036.5,-17006.38,845.1,10886.67,-4941.5,119.92,-793.5,-4821.58,-5615.08,,,
7931,992.82,2332.42,2872.76,281.7,137.25,-140.72,-2042.98,-16964.27,858.53,10804.37,-4924.29,120.34,-868.12,-4803.96,-5672.08,,,
7941,992.81,2391.96,2864.24,296.41,138.84,-130.83,-2068.66,-17162.11,844.8,10804.45,-4719.79,118.14,-1028.08,-4601.65,-5629.74,,,
7951,982.72,2256.34,2887.31,282.04,146.09,-119.54,-2066.67,-17015.57,836.85,10839.08,-4859.97,119.4,-971.34,-4740.57,-5711.92,,,
7961,974.62,2374.8,2912.75,287.15,150.73,-148.78,-2079.32,-17061.12,844.26,10856.3,-4862.72,118.47,-888.59,-4744.25,-5632.84,,,
7971,976.39,2361.41,2903.82,287.42,147.92,-145.26,-2025.61,-17277.52,852.97,10872.41,-4688.43,120.44,-1046.05,-4567.99,-5614.04,,,
7981,973.62,2377.74,2869.98,291.77,151.6,-145.22,-2043.63,-17148.65,846.84,10830.15,-4743.49,119.82,-995.8,-4623.67,-5619.47,,,
7991,1021.97,2336.79,2862.85,279.23,143.46,-151.11,-2068.52,-17352.51,829.69,10784.62,-4527.89,116.08,-1313.53,-4411.81,-5725.34,,,
8001,953.15,2295.91,2886.24,279.42,145.43,-124.66,-2079.56,-17352.26,813.67,10817.55,-4534.97,116.88,-1365.11,-4418.09,-5783.21,,,
8011,969.25,2333.72,2886.84,287.08,147.66,-161.49,-2098.07,-17263.68,853.08,10896.86,-4644.33,117.29,-1148.74,-4527.04,-5675.77,,,
8021,985.69,2357.01,2880.55,297.02,151.76,-135.98,-2026.24,-17204.79,850.99,10766.77,-4632.99,120.3,-1077.23,-4512.69,-5589.92,,,
8031,1013.81,2397.78,2861.54,293.96,161.18,-135.3,-2072.88,-17205.24,842.1,10781.11,-4662.16,120.54,-1061.95,-4541.62,-5603.57,,,
8041,974.11,2333.87,2876.1,288.52,136.25,-118.82,-2125.41,-17125.21,836.07,10808.99,-4693.5,117.95,-1115.53,-4575.55,-5691.08,,,
8051,964.75,2301.99,2884.59,283.96,161.33,-128.03,-2038.54,-17159.65,865.55,10901.61,-4776.48,120.63,-962.43,-4655.85,-5618.28,,,
8061,961.13,2379.12,2858.19,285.11,150.03,-125.37,-2034.05,-16963.49,856.3,10813.07,-4912.07,120.14,-819.95,-4791.93,-5611.89,,,
8071,980.49,2312.15,2885.72,290.56,136.25,-139.7,-2062.35,-16974.26,855.69,10838.69,-4872.63,115.58,-876.75,-4757.06,-5633.81,,,
8081,987.49,2309.29,2838.87,281.82,149.96,-125.6,-2085.19,-17077.39,834.81,10923.8,-4837.47,116.16,-962.14,-4721.31,-5683.45,,,
8091,1015.72,2285.19,2893.46,281.21,140.08,-127.26,-2042.7,-16935.39,838.3,10802.82,-4836.59,120.68,-848.59,-4715.91,-5564.5,,,
8101,983.96,2270.74,2887.2,278.64,146.85,-122.08,-2063.95,-17091.63,857.17,10760.93,-4750.1,119.41,-1092.18,-4630.69,-5722.86,,,
8111,953.44,2301.01,2874.97,280.33,153.76,-133.31,-2025.24,-17246.32,875.68,10884.98,-4692.14,118.29,-1080.7,-4573.85,-5654.55,,,
8121,1001.42,2277.05,2880.98,272.3,152.89,-134.76,-2064.14,-17084.45,847.95,10923.08,-4837.95,120.41,-927.7,-4717.54,-5645.24,,,
8131,950.56,2340.35,2889.85,294.12,157.13,-130.17,-2068.39,-17017.95,854.27,10855.31,-4852.15,117.37,-874.9,-4734.77,-5609.68,,,
8141,963.1,2283.78,2844.64,275.56,148.45,-142.9,-2102.83,-16985.58,832.45,10829.59,-4856.02,117.7,-1053.77,-4738.32,-5792.09,,,
8151,1023.75,2245.06,2856.59,276,142.59,-139.96,-2044.03,-16955.78,853.79,10862.68,-4928.96,117.78,-879.3,-4811.17,-5690.47,,,
8161,980.06,2274.06,2901.12,278.9,145.45,-125.33,-2115.7,-16857.97,821.79,10801.55,-4933.68,119.9,-896.07,-4813.78,-5709.85,,,
8171,997.39,2288.77,2910.52,280.76,170.17,-132.98,-2081.89,-16735.72,868.19,10761.89,-5052.63,117.77,-672.9,-4934.86,-5607.76,,,
8181,992.71,2311.19,2903.52,279.5,146.99,-126.66,-2061.74,-16921.56,843.86,10740.53,-4882.7,119.34,-891.65,-4763.36,-5655.01,,,
8191,1008.18,2209.73,2892.45,287.81,162.35,-143.74,-2050.14,-17159.14,852.93,10918.72,-4808.77,119.86,-1020.85,-4688.91,-5709.76,,,
8201,1008.39,2247.24,2889.45,283.13,164.53,-131,-2051.58,-16900.11,836.85,10714.47,-4865.54,120.56,-938.64,-4744.98,-5683.62,,,
8211,990.12,2326.14,2896.99,276.5,156.13,-142.52,-2034.96,-17099.73,835.31,10778.04,-4760.75,120.13,-1017.98,-4640.62,-5658.6,,,
8221,972.13,2262.57,2884.15,275.93,171.23,-131.32,-2040.54,-17121.64,841.8,10867.99,-4764.98,117.9,-1017.68,-4647.08,-5664.76,,,
8231,954.13,2317.8,2887.27,276.7,143.69,-139.9,-2070.28,-16946.85,875.9,10856.42,-4877.38,116.4,-845.13,-4760.97,-5606.1,,,
8241,1004.58,2321.91,2891.73,292.15,147.69,-133.26,-2076.87,-16962.72,860.09,10875.05,-4914.93,117.49,-779.65,-4797.44,-5577.09,,,
8251,955.33,2366.32,2900.84,286.5,153.73,-129.12,-2070.56,-16841.66,858.94,10824.9,-5004.88,119.63,-694.78,-4885.25,-5580.03,,,
8261,1017.26,2297.25,2859.92,280.69,149.13,-127.07,-2076.57,-17040.64,840.84,10852.63,-4835.53,116.39,-946.55,-4719.15,-5665.7,,,
8271,961.66,2263.34,2893.79,280.23,140.44,-135.46,-2020.72,-16951.21,865.95,10813.43,-4911.62,123.37,-888.55,-4788.25,-5676.8,,,
8281,1012.9,2337.37,2875.05,289.78,147.11,-143.29,-2095.8,-17014,846.43,10863.26,-4880.75,120.07,-881.2,-4760.68,-5641.88,,,
8291,980.89,2332.04,2885.54,290.38,141.89,-133.02,-2068.1,-16984.33,851.78,10799.24,-4872.08,119.94,-903.68,-4752.14,-5655.82,,,
8301,969.58,2359.55,2901.24,280.54,148.66,-129.84,-2076.07,-16869.96,834.82,10783.48,-4958.28,121.32,-798.01,-4836.97,-5634.98,,,
8311,964.93,2218.49,2872.68,273.53,143.4,-133.38,-2048.58,-16874.6,873.53,10771.05,-4923.19,118.45,-938.94,-4804.74,-5743.68,,,
8321,1002.58,2283.8,2912.18,286.05,166.62,-133.88,-2088.14,-16929.62,861.54,10816.57,-4909.65,119.3,-822.3,-4790.35,-5612.65,,,
8331,985.45,2291.05,2897.88,282.52,162.28,-115.9,-2086.08,-17094.99,845.11,10970.52,-4871.1,119.82,-862.17,-4751.27,-5613.44,,,
8341,991.15,2317.96,2857.19,280.24,155.48,-136.11,-2078.11,-16836.96,845.7,10824.23,-5022.92,119.71,-779.23,-4903.21,-5682.44,,,
8351,987.5,2341.16,2886.06,283.24,152.18,-117.05,-2102.1,-17037.65,855.4,10799.74,-4821.64,117.18,-951.52,-4704.45,-5655.97,,,
8361,995.37,2338.2,2851.74,294.35,170.67,-119.07,-2061.91,-17011.91,858.3,10792.68,-4819.57,116.38,-891.57,-4703.19,-5594.76,,,
8371,935.62,2328.6,2895.92,296.92,142.23,-138.34,-2038.98,-17078.31,840.09,10781.55,-4770.08,117.88,-1034.71,-4652.21,-5686.92,,,
8381,998.71,2299.61,2900.05,295.75,149.42,-127.74,-2062.8,-17126.45,840.84,10833.03,-4777.33,119.7,-999.58,-4657.63,-5657.21,,,
8391,975.3,2277.28,2848.31,273.04,123.02,-127.39,-2059.74,-17177.43,849.6,10861.19,-4751.24,118.19,-1156.82,-4633.05,-5789.87,,,
8401,994.96,2351.96,2856.16,286.97,168.3,-139.18,-2032.79,-17036.21,822.44,10791.29,-4821.65,122.97,-936.1,-4698.67,-5634.77,,,
8411,970.74,2271.7,2904.16,290,141.3,-127.57,-2077.64,-17137.85,860.89,10879.17,-4777.19,117.37,-1025.09,-4659.81,-5684.91,,,
8421,967.92,2324.08,2866.16,274.27,154.18,-122.87,-2020.22,-17373.72,839.51,10785.77,-4525.73,117.3,-1304.93,-4408.43,-5713.36,,,
8431,962.59,2337.96,2884.3,287.85,151.51,-122.77,-2059.88,-17158.52,862.02,10869.54,-4755.25,117.43,-985.42,-4637.82,-5623.24,,,
8441,1014.84,2366.06,2884.98,292.68,158.4,-131.6,-2051.26,-17124.31,850.49,10774.94,-4739.32,118.69,-964.79,-4620.63,-5585.42,,,
8451,932.66,2347.07,2878.56,287.44,146.33,-130.71,-2077.96,-17083.03,862.81,10884.78,-4814.7,118.96,-952.06,-4695.75,-5647.81,,,
8461,990.09,2338.9,2848.66,290.93,145.66,-125.35,-2006.31,-17192.11,852,10891.71,-4765.25,123.27,-965.81,-4641.99,-5607.8,,,
8471,995.28,2285.55,2894.2,283.95,150.07,-130.98,-2031.96,-17274.87,830.57,10873.53,-4638.12,119.26,-1124.65,-4518.85,-5643.5,,,
8481,1005.07,2365.52,2888.23,291.35,154.73,-140.44,-2047.75,-17235.11,837.35,10809.53,-4657.89,119.94,-1071.53,-4537.95,-5609.48,,,
8491,985.99,2373.71,2918.85,281.83,143.98,-127.47,-2019.24,-17127.22,829,10762.68,-4719.5,118.68,-977.89,-4600.83,-5578.72,,,
8501,1001.7,2290.4,2917.34,274.4,163.95,-141.04,-2033.33,-17204.78,849.43,10814.77,-4706.13,117.7,-1067.16,-4588.42,-5655.59,,,
8511,964.55,2324.63,2865.97,283.13,132.15,-127.52,-2046.42,-17023.35,837.96,10876.09,-4884.56,118.75,-912.81,-4765.81,-5678.62,,,
8521,944.35,2349.12,2912.72,282.55,151.51,-146.71,-2032.44,-16937.55,859.44,10796.4,-4891.72,120.76,-820.62,-4770.97,-5591.58,,,
8531,1006.59,2373.72,2857.58,299.98,150.99,-144.34,-2069.6,-17135.51,840.65,10733.53,-4705.9,119.47,-1086.41,-4586.43,-5672.84,,,
8541,980.85,2306.51,2890.22,285.94,148.68,-124.28,-2049.8,-17049.9,825.4,10798.48,-4784.24,118.49,-987.89,-4665.75,-5653.64,,,
8551,982.7,2345.89,2918.12,280.68,134.83,-136.92,-2054.74,-17040.18,831.33,10815.59,-4833.81,117.44,-922.7,-4716.37,-5639.07,,,
8561,994.96,2352.05,2869.71,285.1,157.91,-117.02,-2045.87,-17193.38,845.43,10754.72,-4647.87,118.23,-1096.39,-4529.64,-5626.03,,,
8571,970.5,2306.64,2883.56,277.11,138.85,-127.39,-2013.33,-17208.77,848.49,10781.28,-4664.86,121.6,-1143.05,-4543.26,-5686.31,,,
8581,952.27,2282.04,2874.24,286.2,151.4,-127.54,-2024.5,-17113,870.65,10776.85,-4717.25,119.32,-1071.39,-4597.92,-5669.31,,,
8591,966.87,2289.76,2862.38,269.56,153.26,-118.34,-2050.94,-17328.33,848.68,10846.69,-4536.56,118.58,-1260.4,-4417.98,-5678.38,,,
8601,998.65,2315,2852.99,287.86,144.83,-124.46,-2031.42,-17176.95,859.28,10864.98,-4734.05,123.49,-1009.23,-4610.56,-5619.79,,,
8611,1025.7,2362.75,2864.3,293.66,138.38,-132.23,-2050.77,-17156.41,870.57,10754.53,-4696.56,121.25,-1029.51,-4575.31,-5604.82,,,
8621,984.65,2337.79,2850.43,292.52,150.96,-118.63,-2040.05,-17157.7,853.78,10844.65,-4759.14,119.64,-1001.59,-4639.5,-5641.1,,,
8631,953.88,2250.53,2932.27,280.62,166.2,-125.49,-1992.8,-17121.78,876.23,10779.06,-4757.39,120.24,-1001.28,-4637.15,-5638.42,,,
8641,977.41,2320.9,2845.69,285.69,160.06,-123.34,-2038.08,-17041.91,830.75,10739.42,-4798.68,117.71,-1043.42,-4680.98,-5724.39,,,
8651,987.36,2346.6,2888.94,287.42,143.02,-117.71,-2029.25,-17049.1,868.92,10765.27,-4779.69,121.08,-908.52,-4658.61,-5567.14,,,
8661,924.99,2384.27,2861.48,288.74,152.9,-107.69,-2096.45,-17051.57,827.65,10808.72,-4798.94,117.98,-1006.97,-4680.96,-5687.93,,,
8671,991.95,2260.8,2893.91,275.64,150.89,-117.08,-2047.91,-16690.29,840.3,10746.66,-5084.71,123.14,-695.12,-4961.57,-5656.7,,,
8681,965.37,2307.61,2844.22,285.76,155.37,-127.86,-2090.48,-16800.08,862.44,10794.39,-4991.59,119.99,-803.27,-4871.6,-5674.86,,,
8691,1000.69,2293.13,2898.61,289.41,150.17,-135.97,-2099.58,-16783.28,849.37,10843.1,-5041.89,117.59,-694.34,-4924.29,-5618.63,,,
8701,997.96,2332.23,2902.97,284.62,144.19,-127.16,-2053.26,-16862.53,846.18,10838.7,-4993.84,120.38,-696.1,-4873.46,-5569.56,,,
8711,963.79,2304.97,2882.6,288.8,154.13,-114.41,-2050.88,-17004.31,847.2,10776.83,-4833.21,122.07,-951.28,-4711.14,-5662.41,,,
8721,948.24,2267.87,2892.55,294.49,154.11,-133.94,-2056.37,-17183.5,869.86,10911.31,-4755.34,116.25,-1035.39,-4639.09,-5674.48,,,
8731,1016.09,2284.09,2868.04,288.92,148.44,-137.22,-2054.53,-17027.09,845.23,10776.98,-4837.21,118.31,-991.06,-4718.9,-5709.96,,,
8741,971.57,2336.83,2889.86,296.91,136.41,-123.32,-2071.62,-17067.07,847.1,10803.31,-4806.24,118.54,-980.02,-4687.69,-5667.71,,,
8751,980.28,2297.75,2888.38,278.55,161.97,-123.16,-2065.94,-17155.1,851.44,10885.08,-4767.76,118.5,-1000.77,-4649.25,-5650.02,,,
8761,1003.34,2250.01,2849.05,289.03,156.94,-112.68,-2112.45,-17062.17,843.96,10875.62,-4770.65,116.37,-1019.34,-4654.28,-5673.62,,,
8771,997.53,2334.24,2858.54,274.91,152.83,-124.44,-2097.27,-16836.78,864.43,10824.61,-5018.05,119.15,-751.4,-4898.91,-5650.31,,,
8781,994.59,2279.95,2877.42,282.5,160.38,-101.3,-2065.53,-16909.02,849.04,10736.21,-4899.36,119.47,-895.77,-4779.89,-5675.66,,,
8791,977.94,2310.09,2920.38,292.56,145.13,-124.03,-2065.64,-16677.37,851.62,10722.4,-5133.77,123.22,-646.92,-5010.55,-5657.46,,,
8801,996.52,2322.55,2867.93,283.43,150.37,-117.74,-2073,-16753.29,838.59,10797.42,-5132.88,124.35,-687.21,-5008.53,-5695.74,,,
8811,994.21,2304.2,2879.1,288.21,165.13,-126.67,-2058.86,-16870.66,846.66,10843.67,-4993.94,121.87,-735.02,-4872.07,-5607.09,,,
8821,919.1,2262.03,2896.93,278.25,166.29,-126.61,-2077.08,-16912.03,874.34,10934.55,-5014.99,125.15,-784.23,-4889.85,-5674.08,,,
8831,1012.22,2273.73,2904.9,272.07,154.88,-120.99,-2069.35,-16674.23,837.28,10761.09,-5102.3,120.25,-648.4,-4982.04,-5630.44,,,
8841,978.29,2287.41,2874.9,277,149.04,-122.58,-2052.75,-16907.49,876.65,10893.86,-4979.67,120.84,-745.68,-4858.82,-5604.5,,,
8851,967.5,2263.81,2884.88,294.18,148.45,-110.55,-2053.01,-16997.73,873,10939.71,-4961.16,122.47,-789.76,-4838.7,-5628.45,,,
8861,1049.43,2317.84,2890.15,281.47,151.48,-128.94,-2056.8,-16705.67,821.55,10799.48,-5137.86,123.34,-580.01,-5014.53,-5594.53,,,
8871,958.97,2308.89,2891.27,275.25,151.33,-124.42,-2056.84,-16844.15,857.37,10832.01,-5011.53,121.2,-750.34,-4890.33,-5640.67,,,
8881,979.53,2351.58,2889.68,293.31,153.74,-128.42,-2038.82,-16834.95,861.68,10714.66,-4982.23,121.75,-758.02,-4860.48,-5618.5,,,
8891,972.85,2317.12,2866.01,291.09,145.84,-135.53,-2038.71,-16812.21,856.1,10805.97,-5068.22,122.85,-731.47,-4945.37,-5676.84,,,
8901,1006.17,2326.5,2895.07,290.12,153.41,-152.06,-2025.61,-16857.4,880.38,10828.83,-5014.17,123.51,-654.59,-4890.66,-5545.25,,,
8911,977.38,2346.66,2827.41,301.81,146.04,-131.49,-2045.25,-16880.61,850.11,10853.48,-5021.76,119.71,-754.45,-4902.05,-5656.5,,,
8921,934.7,2309.91,2891.91,276.83,149.29,-116.12,-2081.51,-17014.22,829.41,10927.95,-4924.5,124.01,-891.86,-4800.49,-5692.35,,,
8931,981.34,2383.44,2856.15,286.26,157.65,-126.86,-2083.63,-16898.87,830.16,10813.42,-4944.78,123.28,-800.94,-4821.51,-5622.44,,,
8941,1009.92,2322.34,2881.01,290.57,146.56,-130.88,-2058.47,-16950.53,876.54,10841.97,-4894.1,122.33,-770.97,-4771.77,-5542.74,,,
8951,969.85,2329.69,2880.68,288.08,141.33,-143.44,-2050.36,-16778.62,857.97,10780.49,-5025.6,122.95,-724.33,-4902.65,-5626.98,,,
8961,1000,2335.59,2892.82,297.63,157.6,-138.63,-2048.4,-16973.04,866.58,10785.86,-4852.37,121,-823.99,-4731.37,-5555.36,,,
8971,994.14,2308.87,2884.69,291.98,147.03,-134.82,-2069.33,-16905.23,857.9,10802.72,-4917.11,121.16,-822.04,-4795.95,-5617.99,,,
8981,975.23,2350.86,2860.6,282.69,152.65,-113.25,-2069.44,-16828.58,827,10832.64,-5030.56,123.08,-729.61,-4907.49,-5637.09,,,
8991,1003.85,2346.42,2853.57,286.5,140.52,-108.32,-2039.66,-16750.34,840.15,10791.34,-5072.64,124.92,-635.96,-4947.72,-5583.68,,,
9001,976.67,2337.35,2881.07,279.62,154.04,-134.45,-2074.24,-16803.15,865.48,10819.49,-5049.1,122.25,-698.11,-4926.85,-5624.96,,,
9011,1024,2361.98,2893.71,290.89,150.17,-128.6,-2072.67,-16881.41,848.63,10791.83,-4938.47,120.78,-721.46,-4817.68,-5539.15,,,
9021,981.05,2272.08,2882.5,285.19,145.9,-143.14,-2074.89,-16824.37,823.2,10846.54,-5000.32,120.09,-805.95,-4880.23,-5686.17,,,
9031,975.72,2302.94,2861.63,267.89,140.61,-110.75,-2060.39,-17020.69,841.66,10866.24,-4873.37,119.45,-935.12,-4753.92,-5689.05,,,
9041,977.05,2334.61,2825.42,291.53,150.07,-125.16,-2071.36,-16918.96,849.08,10788.29,-4917.56,121.81,-899.44,-4795.75,-5695.19,,,
9051,1003.71,2257.92,2883.53,290.52,153.36,-137.16,-2039.28,-16744.52,845.1,10867.66,-5122.22,122.59,-619.17,-4999.63,-5618.8,,,
9061,1030.51,2279.9,2880.68,292.3,149.46,-141.35,-2045.44,-16993.23,853.52,10803.78,-4869.27,118.65,-889.87,-4750.62,-5640.49,,,
9071,1014.74,2336.45,2868.46,288.1,147.69,-130.4,-2066.15,-17195.6,834.08,10829.46,-4706.63,119.47,-1073.16,-4587.16,-5660.32,,,
9081,960.64,2342.47,2901.41,281.98,150.3,-153.17,-2057,-17022.69,852.79,10814.87,-4845.93,118.57,-928.4,-4727.37,-5655.77,,,
9091,984.18,2316.34,2873.15,290.07,143.41,-145.14,-2061.72,-17255.52,849.79,10834.57,-4624.38,116.82,-1170.87,-4507.56,-5678.44,,,
9101,1032.05,2285.47,2897.15,295.38,150.93,-133.59,-2030.6,-17187.27,867.93,10800.06,-4695.11,118.34,-1022.49,-4576.77,-5599.26,,,
9111,986.25,2326.71,2886.86,280.79,142.66,-166.58,-2066.79,-17102.74,835.87,10800.52,-4741.05,118.81,-1076.44,-4622.24,-5698.68,,,
9121,1039.02,2249.09,2914.27,288.36,153.46,-142.62,-2030.69,-16774.65,862.76,10772.84,-5028.5,122.71,-668.16,-4905.8,-5573.96,,,
9131,947.32,2337.18,2873.37,288.12,156.74,-147.32,-2033.2,-17036.22,873.57,10866.55,-4884.72,119.53,-873.87,-4765.18,-5639.06,,,
9141,985.44,2337.78,2851.9,279.01,150.13,-140.91,-2048.73,-16995.47,854.26,10803.61,-4853.02,121.7,-922.99,-4731.32,-5654.3,,,
9151,935.59,2319.91,2901.02,283.59,148.85,-118.98,-2060.42,-16923.24,863.27,10764.83,-4868.48,120.4,-885.59,-4748.07,-5633.66,,,
9161,987.78,2339.41,2869.39,275.22,153.49,-120.25,-2047.59,-16954.1,845.38,10806.7,-4898.11,120.66,-844.59,-4777.45,-5622.03,,,
9171,991.23,2304.33,2905.47,290.87,135.62,-133.37,-2087.45,-17059.36,821.77,10828.3,-4837.51,117.36,-1002.59,-4720.15,-5722.74,,,
9181,949.5,2346.13,2893.96,271.38,156.65,-135.8,-2063.26,-16871.2,873.55,10800.72,-4980.57,119.98,-778.36,-4860.59,-5638.95,,,
9191,1050.47,2324.99,2866.55,296.25,159.24,-133.74,-2073.84,-16751.21,813.6,10726.73,-5036.87,120.02,-720.97,-4916.84,-5637.81,,,
9201,983.32,2350.77,2886.97,292.03,167.3,-116.18,-2049.69,-16882.83,847.96,10839.11,-4958.75,116.54,-681.25,-4842.21,-5523.46,,,
9211,981.76,2361.15,2854.54,295.68,147.56,-118.33,-2043.8,-17055.44,861.8,10795.7,-4813.95,118.56,-919.38,-4695.39,-5614.77,,,
9221,994.03,2358.99,2847.18,296.98,164.31,-125.58,-2065.45,-16953.59,828.1,10856.71,-4908.91,122.61,-798.31,-4786.3,-5584.61,,,
9231,969.76,2290.79,2869.39,284.88,170.66,-114.03,-2071.32,-17000.54,872.93,10864.44,-4882.74,115.62,-863.04,-4767.12,-5630.16,,,
9241,965.65,2263.81,2866.85,285.16,153.03,-131.32,-2048.69,-16935.11,857.76,10873.34,-4976.24,120.2,-849.52,-4856.04,-5705.56,,,
9251,997.77,2308.64,2877.67,290.7,144.73,-126.76,-2069.1,-16930.71,887.37,10745.75,-4852.52,117.37,-873.94,-4735.15,-5609.09,,,
9261,1007.42,2336.84,2880.21,276.1,151.42,-114.56,-2056.76,-17069.58,849.98,10796.41,-4784.53,118.34,-942.52,-4666.19,-5608.71,,,
9271,1000.92,2289.13,2879.88,274.94,161.21,-149.69,-2095.45,-17085.43,840.75,10786.14,-4727.82,119.69,-1097.6,-4608.12,-5705.72,,,
9281,966.98,2266.96,2861.47,280.54,149.34,-130.33,-2082.42,-16908.54,852.63,10965.87,-5021.27,119.95,-777.5,-4901.32,-5678.82,,,
9291,933.39,2308.62,2858.1,280.03,141.46,-106.09,-2059.01,-17012.85,865.94,10883.94,-4885.85,117.72,-906.46,-4768.13,-5674.59,,,
9301,1014.28,2346.07,2852.08,293.53,168.75,-118.69,-2045.29,-16886.19,852.77,10755.17,-4946.07,120.29,-767.5,-4825.78,-5593.28,,,
9311,937.26,2339.71,2881.01,288.09,136.08,-135.63,-2055.42,-17075.97,828.74,10870.63,-4837.72,117.53,-985.5,-4720.19,-5705.69,,,
9321,1006.92,2350.71,2909.47,286.99,138.25,-133.65,-2069.03,-16874.99,868.67,10765.41,-4948.91,120.5,-751.26,-4828.41,-5579.67,,,
9331,922.76,2295.26,2868.8,283.87,152.52,-119.79,-2074.44,-16869.47,860.15,10846.51,-4933.03,120.04,-833.84,-4812.99,-5646.83,,,
9341,978.42,2320.55,2870.24,281.82,166.57,-137.97,-2062.94,-16907.38,851.83,10805.25,-4957.92,121.26,-833.59,-4836.66,-5670.25,,,
9351,992.05,2276.96,2906.77,282.16,143.66,-141.9,-2081.9,-16823.48,848.86,10737.34,-4940.32,119.54,-859.47,-4820.78,-5680.26,,,
